ALERT_SAVE,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Αποθήκευση,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event,Save Event
ALERT_SMS_LABEL,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Προσθήκη αριθμού,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone,Notify on phone
ALERT_SMS_TO_MOBILE,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,Ειδοποίση SMS,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone,SMS to mobile phone
ALERT_SPEED_LIMIT_PLACEHOLDER,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Ορίστε όριο ταχύτητας,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit,Enter Speed Limit
ALERT_SPEED_LIMIT,Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Όριο ταχύτητας,Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h),Speed Limit (km/h)
ALERT_SYSTEM_MESSAGE,System Message,System Message,System Message,System Message,System Message,System Message,System Message,System Message,System Message,System Message,System Message,Ειδοποίηση Push,System Message,Notifica push,System Message,System Message,System Message,System Message,System Message,System Message,System Message,System Message,System Message,System Message,System Message,System Message,System Message,System Message
ALERT_TYPE,Event Type,Event Type,Event Type,Event Type,Event Type,Event Type,Event Type,Event Type,Event Type,Event Type,Event Type,Τύπος αναφοράς,Event Type,Tipo di evento,Event Type,Event Type,Event Type,Event Type,Event Type,Event Type,Event Type,Event Type,Event Type,Event Type,Event Type,Event Type,Event Type,Event Type
ALERT_ZONES_PLACEHOLDER,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Επιλέξτε ζώνη,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones,Select Zones
ALERT_ZONES,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Επιλεγμένες ζώνες,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones,Selected Zones
ALERTS,Alerts,Administrim Shkarkimesh Faqerojtësa Fjalorë,التنبيهات,Сигнали,Upozorenja,Advarsler,Waarschuwingen,Alerts,هشدارها,alertes,Alerts,Ειδοποιήσεις,figyelmeztetések,avvisi,アラート,įspėjimai,varsler,Powiadomienia,alertas,Alerte,Оповещения,упозорења,výstrahy,alertas,varningar,การแจ้งเตือน,Uyarılar,សម្លេងរោទិ៍
ALL_DEVICES,View all devices on map,View all devices on map,View all devices on map,View all devices on map,Pogledajte sve uređaje na karti,View all devices on map,View all devices on map,View all devices on map,View all devices on map,View all devices on map,View all devices on map,Συσκεύες στον χάρτη,View all devices on map,Visualizza tutti i dispositivi,View all devices on map,View all devices on map,View all devices on map,View all devices on map,View all devices on map,View all devices on map,View all devices on map,View all devices on map,View all devices on map,View all devices on map,View all devices on map,View all devices on map,View all devices on map,ចុចមើលឧបរណ៍ទាំងអស់លើផែនទី
ALL_VEHICLES,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,Όλα τα οχήματα,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles,All Vehicles
ALTITUDE,Altitude,lartësi,ارتفاع,Надморска височина,Visina,Højde,Hoogte,kõrgus,ارتفاع,Altitude,Höhe,Υψόμετρο,Magasság,Altitudine,高度,aukštis,Høyde,Wysokość,Altitude,Altitudine,высота над уровнем моря,висина,nadmorská výška,Altitud,Höjd över havet,ระดับความสูง,rakım,Altitude
ANGLE,Angle,kënd,زاوية,ъгъл,Kut,Vinkel,Hoek,nurk,زاویه,Angle,Winkel,Γωνία,Szög,Angolo,角度,kampas,Angle,Kąt,Ângulo,Unghi,Угол,Угао,uhol,Ángulo,Vinkel,มุม,açı,Angle
ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII,ASCII
BATTERY,Battery,bateri,البطارية,батерия,Baterija,Batteri,Accu,aku,باتری,Batterie,Batterie,Μπαταρία,Akkumulátor,Batteria,電池,baterija,Batteri,Bateria,Bateria,Baterie,аккумулятор,Батерија,batérie,Batería,Batteri,แบตเตอรี่,pil,Battery
CAME,Came,erdhi,أتى,Дойде,Came,Kom,kwam,tuli,آمد,Venu,kam,Ήρθε,jött,È venuto,来ました,Atėjo,kom,Oprawa ołowiana witrażu,Veio,A venit,Came,Дошао,prišiel,Vino,kom,มา,Geldi,Came
CANCEL,Cancel,anuloj,إلغاء,Отказ,Otkazati,Afbestille,Annuleer,tühistama,لغو کردن,Annuler,Stornieren,Ακύρωση,Megszünteti,Annulla,キャンセル,atšaukti,Avbryt,Anuluj,Cancelar,Anulare,Отмена,Отказати,Zrušiť,Cancelar,Annullera,ยกเลิก,İptal etmek,Cancel
CHANGE_EMAIL,Change Email,Change Email,Change Email,Change Email,Promijeni e-mail,Change Email,Change Email,Change Email,Change Email,Changer l'e-mail,Change Email,Αλλαγή email,Change Email,Cambia email,Change Email,Change Email,Change Email,Change Email,Change Email,Change Email,Изменить Email,Change Email,Change Email,Change Email,Change Email,Change Email,Change Email,ផ្លាស់ប្តូរអ៊ីម៉ែល
CHANGE_ICON,Change Icon,Ndryshimi Icon,تغيير الايقونة,Change Icon,promjena ikona,Skift ikon,Verander icoon,Muuda ikooni,تغییر آیکون,Changer d'icône,Icon ändern,Αλλαγή εικονιδίου,Ikoncsere,Cambia icona,アイコンの変更,Keisti piktogramą,Endre ikon,Zmień ikonę,Alterar ícone,Change Icon,Изменить значок,Промена Икона,Change Icon,Cambiar el ícono,Byt ikon,เปลี่ยนไอคอน,Simge Değişikliği,Change Icon
CHANGE_PASSWORD,Change Password,Change Password,Change Password,Change Password,Promijenite lozinku,Change Password,Change Password,Change Password,Change Password,Changer le mot de passe,Change Password,Αλλαγή κωδικού,Change Password,Cambia la password,Change Password,Change Password,Change Password,Change Password,Change Password,Change Password,Изменить пароль,Change Password,Change Password,Change Password,Change Password,Change Password,Change Password,ផ្លាស់ប្តូរលេខសម្ងាត់
CHARGIN_OFF_ALERT,Charging Off Alert,Tarifimit Off Alert,الشحن معطلة تنبيه,Зареждането Off Alert,Punjenje Off upozorenje,Opladning Off Alert,Laden bezig Alert,Laadimine Off Alert,شارژ فعال هشدار,Chargement de l'état d'alerte,Aufladen Aus Alarm,Φόρτιση Off Alert,Töltés Off Alert,Ricarica Off Alert,アラートをオフ充電,Įkrovimo Išjungtas įspėjimą,Lade Off Alert,Ładowanie Off Alert,Carregando Desligado Alerta,Se încarcă Stins Alert,Зарядка Не горит оповещения,Пуњење Искључено Алерт,Nabíjanie Off Alert,Carga de la alerta,Laddning Off Alert,ชาร์จปิดการแจ้งเตือน,Alert Kapalı Şarj,Charging Off Alert
CHARGIN_ON_ALERT,Charging On Alert,Tarifimit në gatishmëri,الشحن في حالة تأهب,Зареждане На Alert,Punjenje na oprezu,Opladning On Alert,Opladen On Alert,Laadimise Alert,شارژ در حالت آماده باش,En charge d'alerte,Lade Auf Warnung,Φόρτιση σε επιφυλακή,Töltés készültségben,Ricarica in allerta,警戒して充電,Įkrovimo perspėjimas,Lade På Alert,Ładowanie w pogotowiu,Carregamento On Alert,Încărcarea în alertă,Зарядка на оповещения,Пуњење на опрезу,Nabíjanie v pohotovosti,En Alerta de carga,Laddning På Alert,ชาร์จไฟในการแจ้งเตือน,Alert Açık Şarj,Charging On Alert
CHECK_FIELDS,Please check the fields.,Ju lutem kontrolloni fushat.,يرجى التحقق من المجالات.,"Моля, проверете полето.",Molimo provjerite polja.,Kontroller markerne.,Controleer de velden.,Palun kontrollige väljad.,لطفا فیلدهای تیک بزنید.,S'il vous plaît vérifier les champs.,Überprüfen Sie bitte die Felder aus.,Ελέγξτε τα πεδία.,"Kérjük, ellenőrizze a mezőket.",Si prega di verificare i campi.,フィールドを確認してください。,Prašome patikrinti laukus.,Kontroller feltene.,Proszę sprawdzić pól.,"Por favor, verifique os campos.",Vă rugăm să verificați câmpurile.,"Пожалуйста, проверьте поля.",Проверите поља.,Skontrolujte polia.,"Por favor, compruebe los campos.",Kontrollera fälten.,กรุณาตรวจสอบฟิลด์,alanları kontrol edin.,Please check the fields.
COLOR,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color,Color
COMMAND,Command,Command,Command,Command,Command,Command,Command,Command,Command,Command,Command,Εντολή,Command,Command,Command,Command,Command,Command,Command,Command,Команда,Command,Command,Command,Command,Command,Command,Command
completed,Completed,Completed,Completed,Completed,Completed,Completed,Completed,Completed,Completed,Completed,Completed,Ολοκληρώθηκε,Completed,Completed,Completed,Completed,Completed,Completed,Completed,Completed,Выполнена,Completed,Completed,Completed,Completed,Completed,Completed,Completed
CONFIRM_NEW_PASSWORD,Confirm New Password,Confirm New Password,Confirm New Password,Confirm New Password,Potvrdi novu lozinku,Confirm New Password,Confirm New Password,Confirm New Password,Confirm New Password,Confirmer le nouveau mot de passe,Confirm New Password,Επιβεβαίωση καινούργιου κωδικού,Confirm New Password,Conferma la nuova password,Confirm New Password,Confirm New Password,Confirm New Password,Confirm New Password,Confirm New Password,Confirm New Password,Подтвердите новый пароль,Confirm New Password,Confirm New Password,Confirm New Password,Confirm New Password,Confirm New Password,Confirm New Password,ដាក់លេខសម្ងាត់ថ្មីម្តងទៀតដើម្បីបញ្ជាក់
CONNECTING_TO_SERVER,"Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Γίνεται σύνδεση, παρακαλώ περιμένετε…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…","Connecting to servers, please wait…"
CONNECTION_NO_ALERT,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Εκτός σύνδεσης,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert,Connection No Alert
CONNECTION_NO,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,Χωρίς σύνδεση,No Connection,Nessuna connessione,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection,No Connection
CREATE_ACCOUNT,Create new account,Hapni një llogari të re,انشاء حساب جديد,Създаване на нов акаунт,Otvori novi račun,Opret ny konto,Creëer een nieuw account,Loo uus konto,ساخت حساب کاربری جدید,Créer un nouveau compte,Neuen Account erstellen,Δημιουργία νέου λογαριασμού,Új fiók létrehozása,Crea un nuovo account,新しいアカウントを作成する,Sukurti naują paskyrą,Opprette ny konto,Stwórz nowe konto,Criar nova conta,Creează un cont nou,Создать новый аккаунт,Направите нови налог,Vytvoriť nový účet,Crear una nueva cuenta,Skapa nytt konto,สร้างบัญชีใหม่,Yeni hesap oluştur,Create new account
CREATE_ALERT,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,Δημιουργία αναφοράς,Create New Event,Crea nuovo evento,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,Create New Event,ចុចដើម្បីកំណត់ព្រឺត្តិការណ៍ផ្សេៗ
CREATE_ZONE_NOW,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now,Create zone now
CUSTOM,Custom,Custom,Custom,Custom,Custom,Custom,Custom,Custom,Custom,Custom,Custom,Προσαρμοσμένο,Custom,Costume,Custom,Custom,Custom,Custom,Custom,Custom,Пользовательский,Custom,Custom,Custom,Custom,Custom,Custom,Custom
CUSTOMIZE_MENU,Show on homepage,Customize Menu,Customize Menu,Customize Menu,Prikaži na početnoj stranici,Customize Menu,Customize Menu,Customize Menu,Customize Menu,Customize Menu,Customize Menu,Προβολή στην αρχική,Customize Menu,Customize Menu,Customize Menu,Customize Menu,Customize Menu,Customize Menu,Customize Menu,Customize Menu,Customize Menu,Customize Menu,Customize Menu,Customize Menu,Customize Menu,Customize Menu,Customize Menu,រៀបចំកម្មវីធី
DATA_ITEMS_LIST_EMPTY,Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Διαλέξτε παραμέτρους,Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s),Please select data item(s)
DATE,Date,data,تاريخ,Дата,Datum,Dato,Datum,kuupäev,تاریخ,Rendez-vous amoureux,Datum,Ημερομηνία,Dátum,Data,日付,Data,Dato,Data,Encontro,Data,Дата,датум,dátum,Fecha,Datum,วันที่,tarih,Date
DAYS_LEFT,Days Left,Days Left,Days Left,Days Left,Dani lijevo,Days Left,Days Left,Days Left,Days Left,Jours restants,Days Left,Λήξη συνδρομής,Days Left,Giorni rimasti,Days Left,Days Left,Days Left,Days Left,Days Left,Days Left,Осталось дней,Days Left,Days Left,Days Left,Days Left,Days Left,Days Left,ចំនួនថ្ងៃនៅសល់
DELETE_ZONE,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Διαγραφή ζώνης,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone,Delete Zone
DEVICE,Device,pajisje,جهاز,приспособление,Uređaj,enhed,Apparaat,seade,دستگاه,Dispositif,Gerät,Συσκευή,Eszköz,Dispositivo,デバイス,prietaisas,Enhet,Urządzenie,Dispositivo,Dispozitiv,устройство,уређај,Zariadenie,Dispositivo,anordning,เครื่อง,cihaz,Device
DEVICES,Devices,Devices,الأجهزة,устройства,uređaji,Enheder,apparaten,Devices,دستگاه ها,Dispositifs,Geräte,συσκευές,eszközök,dispositivi,デバイス,Prietaisai,enheter,Pomysłowość,Devices,Dispozitive,приборы,uređaji,prístroje,dispositivos,enheter,อุปกรณ์,Cihazlar,ឧបករណ៍
DISABLED,Disabled,i paaftë,معاق,хора с увреждания,onesposobljen,handicappet,invalide,invaliidistunud,معلول,désactivé,Behindert,άτομα με ειδικές ανάγκες,Tiltva,Disabilitato,使用禁止,neįgalusis,Funksjonshemmet,Niepełnosprawny,Desativado,invalid,Отключено,онемогућен,invalidný,Discapacitado,Inaktiverad,พิการ,engelli,Disabled
DISTANCE_BETWEEN_VEHICLES,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Απόσταση μεταξύ οχημάτων,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles,Distance between vehicles
DRIVER_BAHEVIOR_ADD_NEW_ALERTS,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts,Add New Alerts
DRIVER_BEHAVIOR_ENGIDLE_COUNTER,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Ρελαντί,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events,Engine Idle Events
DRIVER_BEHAVIOR_EVENTS_DATA_ECOSCORE,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore,EcoScore
DRIVER_BEHAVIOR_EVENTS_DATA_ENGINE_IDLE,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count,Engine Idle Events Count
DRIVER_BEHAVIOR_EVENTS_DATA_FILTER,"Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date","Filter By Vehicle Name, IMEI, Date"
DRIVER_BEHAVIOR_EVENTS_DATA_NO_DATA,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
DRIVER_BEHAVIOR_EVENTS_DATA_NO_RESULTS,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results,No Results
DRIVER_BEHAVIOR_EVENTS_DATA_OVERSPEED,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count,Overspeed Events Count
DRIVER_BEHAVIOR_EVENTS_DATA_RATING,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating
DRIVER_BEHAVIOR_EVENTS_DATA_SORT_BY,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By,Sort By
