YOU_HAVE,You have,Ju keni,عندك,Ти имаш,Imaš,Du har,Jij hebt,Sa pead,شما باید,Tu as,Du hast,Εχεις,Neked van,Hai,あなたが持っている,Tu turi,Du har,Ty masz,Você tem,Tu ai,У тебя есть,Имаш,Máš,Tienes,Du har,คุณมี,Var
TOW_ALERT,Tow Alert,Tow Alert,سحب تنبيه,Tow Alert,Vučna upozorenja,tow Alert,Tow Alert,takud Alert,دو هشدار,alerte de remorquage,Tow Alarm,ρυμούλκηση,Tow Alert,Tow Alert,トウアラート,evakuatorius įspėjimo,Tow Alert,Alert Tow,Alerta Tow,alertă de remorcare,Буксировка оповещения,шлеп упозорења,kúdeľ Alert,Alerta de remolque,Tow Alert,โต๋การแจ้งเตือน,Çekici Uyarısı
IGNITION_ALERT,Ignition Alert,Ignition Alert,اشتعال تنبيه,запалване Alert,Upozorenje za paljenje,Tænding Alert,Ignition Alert,Ignition Alert,سیستم جرقه زنی هشدار,allumage alerte,Ignition Alarm,Εκκιν. Κινητήρα,Gyújtás Alert,Ignition Alert,イグニッション警告,uždegimo įspėjimo,tenning Alert,zapłon Alert,Alerta de ignição,Alarma de aprindere,Предупреждение Зажигание,paljenje упозорења,alert zapaľovanie,Alerta de ignición,Tänd Alert,ระบบจุดระเบิดการแจ้งเตือน,ateşleme Uyarısı
WAKE_ALERT,Wake Alert,Wake Alert,استيقظ تنبيه,Събудете Alert,probudite upozorenje,Wake Alert,Wake Alert,ärka Alert,ویک هشدار,Wake Alert,Wake Alarm,Ξυπνήστε Alert,Wake Alert,Wake Alert,アラートウェイク,Wake įspėjimą,Våkn Alert,Obudź Alert,Acorde Alerta,Wake Alert,Услуга оповещения,Ваке Алерт,prebudiť Alert,Wake Alerta,Wake Alert,ตื่นแจ้งเตือน,Alert Uyan
EXPIRED_OBJECTS,You have expired objects.,Ju kanë skaduar objekte.,لقد انتهت الكائنات.,Може да е изтекъл обекти.,Ti su istekli objekata.,Du er udløbet objekter.,Je hebt verlopen objecten.,Olete lõppenud objektid.,شما اشیاء منقضی شده است.,Vous avez expiré objets.,Sie haben Objekte abgelaufen.,Θα έχουν λήξει αντικείμενα.,Te lejárt tárgyakat.,Hai scaduti oggetti.,あなたは、オブジェクトの有効期限が切れています。,Jūs baigėsi objektus.,Du har utløpt stedene.,Już upłynął obiektów.,Você ter expirado objetos.,Ați expirat obiecte.,Вы истекли объекты.,Ви сте истекао објекте.,Ste vypršala objekty.,Que haya expirado objetos.,Du har gått ut föremål.,คุณได้หมดอายุวัตถุ,Nesneleri sona ermiş.
LAST_VALID_LOCATION,Last data,të dhënat e fundit,البيانات الأخيرة,Последно данни,Posljednji podaci,sidste data,laatste gegevens,viimase andmeid,اطلاعات آخرین,dernières données,Letzte Daten,τελευταία δεδομένα,Az utolsó adatok,Ultima dati,最終データ,Paskutinis duomenys,siste data,Ostatnio dane,Última dados,Ultimele date,Последние данные,Последњи подаци,posledné údaje,datos de la última,sista data,ข้อมูลล่าสุด,Son veriler
SUBSCRIPTION_EXPIRED,Your subscription for this device has expired,Abonimi juaj për këtë pajisje ka skaduar,انتهاء صلاحية اشتراكك لهذا الجهاز,Абонаментът ви за това устройство е с изтекъл срок,Vaša pretplata za ovaj uređaj je istekao,Dit abonnement for denne enhed er udløbet,Uw abonnement voor dit apparaat is verstreken,Teie tellimus selles seadmes on lõppenud,اشتراک شما برای این دستگاه تمام شده است,Votre abonnement à ce dispositif a expiré,Ihr Abonnement für dieses Gerät ist abgelaufen,Η συνδρομή σας για τη συγκεκριμένη συσκευή έχει λήξει,Az előfizetéshez ehhez az eszközhöz lejárt,L'abbonamento per questo dispositivo è scaduto,このデバイスのサブスクリプションの有効期限が切れています,Jūsų prenumerata šiam įrenginiui yra pasibaigęs,Abonnementet for denne enheten er utløpt,Abonament dla tego urządzenia wygasła,Sua inscrição para este dispositivo expirou,Abonamentul pentru acest dispozitiv a expirat,Ваша подписка для данного устройства истек,Ваша претплата за овај уређај је истекао,Vaše predplatné pre toto zariadenie už vypršala,Su suscripción para este dispositivo ha expirado,Din prenumeration för den här enheten har gått ut,การสมัครของคุณสำหรับอุปกรณ์นี้ได้หมดอายุลงแล้ว,Bu cihaz için aboneliğiniz sona erdi
EVENT,Event,ngjarje,هدف,събитие,Događaj,Begivenhed,Evenement,sündmus,واقعه,un événement,Event,Εκδήλωση,Esemény,Evento,イベント,renginys,Begivenhet,Zdarzenie,Evento,Eveniment,Мероприятие,догађај,udalosť,Evento,Händelse,เหตุการณ์,Olay
DURATION,Duration,kohëzgjatje,المدة الزمنية,продължителност,Trajanje,Varighed,Looptijd,kestus,مدت زمان,Durée,Dauer,Διάρκεια,tartam,Durata,期間,trukmė,Varighet,Trwanie,Duração,Durată,продолжительность,Трајање,trvanie,Duración,Varaktighet,ระยะเวลา,süre
NO_DATA,No data,Nuk ka të dhëna,لايوجد بيانات,Няма данни,Nema podataka,Ingen data,Geen gegevens,andmed puuduvad,اطلاعاتی وجود ندارد,Pas de données,Keine Daten,Χωρίς δεδομένα,Nincs adat,Nessun dato,データなし,Nėra duomenų,Ingen data,Brak danych,não existem dados,Nu există date,Нет данных,Нема података,Žiadne dáta,Sin datos,Inga data,ไม่มีข้อมูล,Veri yok
CAME,Came,erdhi,أتى,Дойде,Came,Kom,kwam,tuli,آمد,Venu,kam,ήρθε,jött,È venuto,来ました,Atėjo,kom,Oprawa ołowiana witrażu,Veio,A venit,Came,Дошао,prišiel,Vino,kom,มา,Geldi
LEFT,Left,majtas,اليسار,Наляво,Lijevo,Venstre,Links,vasakule,ترک کرد,La gauche,Links,Έφυγε,Balra,Sinistra,左,į kairę,Venstre,Lewo,Esquerda,Stânga,Оставил,лево,ľavý,Izquierda,Vänster,ซ้าย,Ayrıldı
DEVICE,Device,pajisje,جهاز,приспособление,Uređaj,enhed,Apparaat,seade,دستگاه,Dispositif,Gerät,Συσκευή,Eszköz,Dispositivo,デバイス,prietaisas,Enhet,Urządzenie,Dispositivo,Dispozitiv,устройство,уређај,Zariadenie,Dispositivo,anordning,เครื่อง,cihaz
DATE,Date,data,تاريخ,Дата,Datum,Dato,Datum,kuupäev,تاریخ,Rendez-vous amoureux,Datum,Ημερομηνία,Dátum,Data,日付,Data,Dato,Data,Encontro,Data,Дата,датум,dátum,Fecha,Datum,วันที่,tarih
ICON_SAVED,Icon saved.,Icon ruajtur.,رمز حفظ.,Икона спасен.,Ikona spasio.,Ikon gemt.,Icoon opgeslagen.,Icon salvestatud.,نماد نجات داد.,Icône sauvé.,Icon gespeichert.,Icon σωθεί.,Icon mentve.,Icona salvato.,アイコンが保存されました。,Piktograma išsaugotas.,Ikon frelst.,Ikona zapisane.,Ícone salvo.,Icon salvat.,Значок сохранен.,Икона сачуван.,Ikona uložený.,Icono de guardar.,Ikon sparas.,ไอคอนที่บันทึกไว้,Simge kaydedildi.
SETTINGS_NOT_SAVED,Settings could not be saved.,Parametrat nuk mund të ruhen.,تعذر حفظ الإعدادات.,Настройките не можаха да бъдат запазени.,Postavke se ne mogu spremiti.,Indstillinger kunne ikke gemmes.,Instellingen kan niet worden opgeslagen.,Seadeid ei salvestata.,تنظیمات ذخیره نمی شود.,Les paramètres ne pouvaient être sauvés.,Einstellungen können nicht gespeichert werden.,Οι ρυθμίσεις δεν θα μπορούσαν να σωθούν.,Beállításokat nem lehetett menteni.,Le impostazioni non potrebbero essere salvate.,設定は保存できませんでした。,Nustatymai negali būti išsaugotas.,Innstillinger kunne ikke lagres.,Ustawienia nie mogą być zapisane.,Configurações não puderam ser salvas.,Setările nu au putut fi salvate.,Настройки не могут быть сохранены.,Поставке није могла бити сачувана.,Nastavenie nemožno uložiť.,Los ajustes no podrían salvarse.,Inställningar kan inte sparas.,การตั้งค่าไม่สามารถบันทึกได้,Ayarlar kaydedilemedi.
SETTINGS_SAVED,Settings saved.,Cilësimet ruajtur.,تم حفظ الإعدادات.,Настройките са запазени.,Postavke spremljene.,Indstillinger gemt.,Instellingen opgeslagen.,Seaded on salvestatud.,تنظیمات ذخیره شد.,Paramètres sauvegardés.,Einstellungen gespeichert.,Οι ρυθμίσεις αποθηκεύτηκαν.,Beállítások elmentve.,Impostazioni salvate.,保存された設定。,Nustatymai išsaugoti.,Instillinger lagret.,Ustawienia zapisane.,Configurações salvas.,Setari Salvate.,Настройки сохранены.,Подешавања сачувана.,Nastavenie bolo uložené.,Ajustes guardados.,Inställningar Sparade.,การตั้งค่าที่บันทึกไว้.,Ayarlar kaydedildi.
PROBLEM_SAVING_ICON,Problem occured while saving icon.,Problemi ndodhi duke kursyer ikonë.,حدثت مشكلة أثناء إنقاذ رمز.,Проблем при запазването на икона.,Došlo je do problema prilikom spremanja ikonu.,Problemet opstod samtidig spare ikon.,Probleem opgetreden bij het opslaan icoon.,Salvestamisel ilmnes probleem ikooni.,مشکل رخ داده است در حالی که صرفه جویی در آیکون.,Problème est survenu lors de l'enregistrement icône.,Problem trat beim Symbol speichern.,Πρόβλημα κατά την αποθήκευση εικονίδιο.,Probléma történt a mentés ikonra.,Problema durante il salvataggio icona.,アイコンの保存中に問題が発生しました。,"Iškilo problema, o taupyti piktogramą.",Problemet oppstod under lagring av ikonet.,Problem wystąpił podczas zapisywania ikonę.,Problema ocorreu ao salvar ícone.,Problema a avut loc salvarea pictograma.,Проблема произошла при сохранении значка.,Проблем дошло приликом чувања икону.,Problém nastal pri ukladaní ikonu.,Se ha producido un problema al guardar icono.,Problem uppstod när du sparar ikonen.,ปัญหาที่เกิดขึ้นในขณะที่ประหยัดไอคอน,simgesine kaydedilirken Sorun oluştu.
NO_PRIV,This account has no privileges to do that.,Kjo llogari nuk ka privilegje për të bërë atë.,هذا الحساب ليس لديه امتيازات للقيام بذلك.,"В този профил няма права, за да направи това.",Ovaj račun nema ovlasti za to učiniti.,Denne konto har ingen rettigheder til at gøre det.,Dit account heeft geen rechten om dat te doen.,See konto ei ole õigusi seda teha.,این حساب هیچ امتیازات به انجام این کار.,Ce compte n'a aucun privilège de le faire.,"Dieses Konto hat keine Privilegien, das zu tun.",Αυτός ο λογαριασμός δεν έχει δικαιώματα για να το κάνουμε αυτό.,Ez a fiók nincs jogosultsága erre.,Questo account non ha i privilegi per farlo.,このアカウントはそれを行うには権限がありません。,"Ši sąskaita neturi privilegijų, kaip tai padaryti.",Denne kontoen har ingen rettigheter til å gjøre det.,"To konto nie ma uprawnień, aby to zrobić.",Esta conta não tem privilégios para fazer isso.,Acest cont nu are privilegii de a face acest lucru.,"Эта учетная запись не имеет привилегий, чтобы сделать это.",Овај налог нема привилегије за то.,Tento účet nemá oprávnenie na to.,Esta cuenta no tiene privilegios para hacer eso.,Detta konto har ingen behörighet att göra det.,บัญชีนี้มีสิทธิ์ที่จะทำว่าไม่มี,Bu hesap bunu yapmak için hiçbir ayrıcalığı yok.
HEARTBEAT,Heartbeat,rrahje zemre,نبض القلب,Сърдечен пулс,otkucaj srca,Hjerteslag,Hartslag,südamelöök,تپش قلب,Battement de coeur,Herzschlag,ΧΤΥΠΟΣ καρδιας,Heartbeat,Battito cardiaco,ハートビート,širdies plakimas,Hjerteslag,Bicie serca,Batimento cardiaco,bătaie a inimii,Сердцебиение,Откуцај срца,Tlkot srdca,Latido del corazón,Hjärtslag,การเต้นของหัวใจ,Kalp atışı
OFF,Off,nga,إيقاف,от,od,Af,Uit,Väljas,خاموش,De,Aus,Μακριά από,Ki,via,オフ,nuo,Av,Poza,Fora,de pe,от,Ван,preč,Apagado,Av,ปิด,kapalı
ON,On,në,على,за,Na,På,Op,edasi,بر,Sur,Auf,Επί,Tovább,Sopra,に,apie,På,Na,Em,Pe,На,на,na,En,På,บน,üzerinde
LED_INDICATORS,Led Indicators,tregues LED,مؤشرات بقيادة الولايات المتحدة,светодиодни индикатори,LED indikatori,LED-indikatorer,lED-indicatoren,LED indikaatorid,شاخص های رهبری,Voyants LED,LED-Anzeigen,Led Δείκτες,lED-kijelzők,Indicatori Led,LEDインジケータ,LED indikatoriai,lED-indikatorer,Wskaźniki lED,indicadores LED,Indicatori LED,Светодиодные индикаторы,ЛЕД индикатори,LED indikátory,Los indicadores LED,LED-indikatorer,ไฟ LED,lED göstergeler
UPDATE,Update,Update,تحديث,Актуализация,Ažuriraj,Opdatering,Bijwerken,ajakohastama,به روز رسانی,Mettre à jour,Aktualisieren,Εκσυγχρονίζω,frissítés,Aggiornare,更新,atnaujinimas,Oppdater,Aktualizacja,Atualizar,Actualizați,Обновить,ажурирање,aktualizovať,Actualizar,Uppdatering,ปรับปรุง,Güncelleştirme
DISABLED,Disabled,i paaftë,معاق,хора с увреждания,onesposobljen,handicappet,invalide,invaliidistunud,معلول,désactivé,Behindert,άτομα με ειδικές ανάγκες,Tiltva,Disabilitato,使用禁止,neįgalusis,Funksjonshemmet,Niepełnosprawny,Desativado,invalid,Отключено,онемогућен,invalidný,Discapacitado,Inaktiverad,พิการ,engelli
TEN_MINUTES,10 minutes,10 minuta,10 دقائق,10 минути,10 minuta,10 minutter,10 minuten,10 minutit,10 دقیقه,10 minutes,10 Minuten,10 λεπτά,10 perc,10 minuti,10分,10 minučių,10 minutter,10 minut,10 minutos,10 minute,10 минут,10 минута,10 minút,10 minutos,10 minuter,10 นาที,10 dakika
FIVE_MINUTES,5 minutes,5 minuta,5 دقائق,5 минути,5 minuta,5 minutter,5 minuten,5 minutit,5 دقیقه,5 minutes,5 Minuten,5 λεπτά,5 perc,5 minuti,5分,5 minutės,5 minutter,5 minut,5 minutos,5 minute,5 минут,5 минута,5 minút,5 minutos,5 minuter,5 นาที,5 dakika
SIXTY_SECONDS,60 seconds,60 sekonda,60 ثانية,60 секунди,60 sekundi,60 sekunder,60 seconden,60 sekundit,60 ثانیه,60 secondes,60 Sekunden,60 δευτερόλεπτα,60 másodperc,60 secondi,60秒,60 sekundžių,60 sekunder,60 sekund,60 segundos,60 de secunde,60 секунд,60 секунди,60 sekúnd,60 segundos,60 sekunder,60 วินาที,60 saniye
THIRTY_SECONDS,30 seconds,30 sekonda,30 ثانية,30 секунди,30 sekundi,30 sekunder,30 seconden,30 sekundit,30 ثانیه,30 secondes,30 Sekunden,30 δευτερόλεπτα,30 másodperc,30 secondi,30秒,30 sekundžių,30 sekunder,30 sekund,30 segundos,30 de secunde,30 секунд,30 секунди,30 sekúnd,30 segundos,30 sekunder,30 วินาที,30 saniye
UPDATE_INTERVAL,Update Interval,Update Interval,الفاصل الزمني للتحديث,Интервалът на актуализация,Interval ažuriranja,opdater Interval,Bijwerkingsonderbreking,värskendamise intervalli,بروزرسانی فاصله,Intervalle de mise à jour,Updateintervall,Ενημέρωση Διάστημα,frissítés Interval,Intervallo di aggiornamento,更新間隔,Atnaujinimo intervalas,oppdaterings~~POS=TRUNC,aktualizacja Interval,Intervalo de atualização,Interval de actualizare,Интервал обновления,Интервал ажурирања,aktualizácia Interval,Intervalo de actualización,uppdaterings~~POS=TRUNC,ปรับปรุงช่วงเวลา,Güncelleme aralığı
CHANGE_ICON,Change Icon,Ndryshimi Icon,تغيير الايقونة,Change Icon,promjena ikona,Skift ikon,Verander icoon,Muuda ikooni,تغییر آیکون,Changer d'icône,Icon ändern,Αλλαγή εικονιδίου,Ikoncsere,Cambia icona,アイコンの変更,Keisti piktogramą,Endre ikon,Zmień ikonę,Alterar ícone,Change Icon,Изменить значок,Промена Икона,Change Icon,Cambiar el ícono,Byt ikon,เปลี่ยนไอคอน,Simge Değişikliği
STATUS,Status,status,الحالة,Статус,Status,status,staat,staatus,وضعیت,Statut,Status,Κατάσταση,Állapot,Stato,状態,statusas,Status,Status,estado,stare,Положение дел,статус,Postavenie,Estado,Status,สถานะ,durum
PLS_USE_THE_BUTTON,To add a device please use the button below.,"Për të shtuar një pajisje ju lutem, përdorni butonin më poshtë.",لإضافة جهاز يرجى استخدام الزر أدناه.,"За добавяне на устройство, моля използвайте бутона по-долу.",Za dodavanje novog uređaja upotrijebite gumb ispod.,For at tilføje en enhed skal du bruge knappen nedenfor.,Om een apparaat toe te voegen u hieronder gebruik maken van de knop.,Seadme lisamiseks palun kasutage allolevat nuppu.,برای اضافه کردن یک دستگاه لطفا زیر با استفاده از دکمه.,Pour ajouter un périphérique s'il vous plaît utilisez le bouton ci-dessous.,"Um ein Gerät hinzuzufügen, bitte auf den Button unten.","Για να προσθέσετε μια συσκευή, παρακαλούμε χρησιμοποιήστε την παρακάτω κουμπί.",Eszköz hozzáadásához használja az alábbi gombra.,Per aggiungere un dispositivo si prega di utilizzare il pulsante qui sotto.,デバイスを追加するには下のボタンを使用してください。,Norėdami pridėti prietaisą naudokite mygtuką žemiau.,Slik legger du til en enhet kan du bruke knappen nedenfor.,Aby dodać urządzenie proszę skorzystać z poniższego przycisku.,Para adicionar um dispositivo utilize o botão abaixo.,Pentru a adăuga un dispozitiv vă rugăm să folosiți butonul de mai jos.,"Чтобы добавить устройство, пожалуйста, используйте кнопку ниже.",Да би додали уређај користите дугме испод.,"Ak chcete pridať zariadenie, použite tlačidlo nižšie.",Para añadir un dispositivo por favor utilice el botón de abajo.,Lägga till en enhet använd knappen nedan.,หากต้องการเพิ่มอุปกรณ์โปรดใช้ปุ่มด้านล่างนี้,Cihaz eklemek için aşağıdaki düğmeyi kullanın.
NO_OBJECTS,You dont have such device,Ju nuk keni ndonjë pajisje.,ليس لديك أي أجهزة.,Още нямате устройства.,Vi ne morate sve uređaje.,Du behøver ikke nogen enheder.,Je hoeft geen apparaten.,Sa ei pea ühtegi seadet.,شما اصلا هر دستگاه.,Vous n'avez pas tous les périphériques.,Sie müssen nicht alle Geräte haben.,Δεν βρέθηκε συσκευή.,Még nem rendelkezik eszközökkel.,Non avete tutti i dispositivi.,あなたは、任意のデバイスを持っていけません。,Jūs neturite jokių prietaisų.,Du ikke har noen enheter.,Nie masz żadnych urządzeń.,Você não tem nenhum dispositivo.,Nu aveti niciun dispozitiv.,Вы не имеете каких-либо устройств.,Иоу донт имати уређаје.,Nemáte žiadne zariadenia.,Usted no tiene ningún dispositivo.,Du har några enheter inte.,คุณไม่ต้องอุปกรณ์ใด ๆ,Herhangi cihazları yok.
NOT_CONNECTED,You are currently not connected to server,Ju aktualisht nuk janë të lidhura me serverin,أنت غير متصل حاليا إلى خادم,В момента не сте свързани към сървъра,Trenutno niste povezani s poslužiteljem,Du er i øjeblikket ikke forbundet til serveren,Je hebt momenteel geen verbinding met de server,Te ei ole praegu ühendatud server,شما در حال حاضر به سرور متصل نیست,Vous n'êtes pas connecté au serveur,Sie sind zur Zeit nicht an den Server angeschlossen,Αυτήν τη στιγμή δεν υπάρχει σύνδεση,Ön jelenleg nem csatlakozik a szerverre,Lei non si è connessi al server,あなたは現在サーバーに接続されていません,Šiuo metu Jūs nesate prisijungę prie serverio,Du er ikke koblet til serveren,Obecnie nie jesteś podłączony do serwera,No momento você não está conectado ao servidor,"În prezent, nu sunt conectate la serverul",Вы в настоящее время не подключены к серверу,Тренутно нисте повезани на сервер,Tie sú v súčasnej dobe nie je pripojená k serveru,No has conectado al servidor,Du är inte ansluten till servern,คุณยังไม่ได้เชื่อมต่อกับเซิร์ฟเวอร์,Şu anda sunucuya bağlı değildir
PLS_CHECK_INTERNET,Please check your internet connection,Ju lutem kontrolloni lidhjen tuaj te internetit,الرجاء التحقق من اتصال الانترنت الخاص بك,"Моля, проверете интернет връзката си",Provjerite svoju internetsku vezu,Tjek din internetforbindelse,Controleer uw internetverbinding,Palun kontrollige oma internetiühendust,لطفا اتصال به اینترنت خود را چک کنید,S'il vous plaît vérifier votre connexion Internet,Bitte überprüfe deine Internetverbindung,Ελέγξτε τη σύνδεσή σας στο Internet,"Kérjük, ellenőrizze az internetkapcsolatot",Per favore controlla la tua connessione Internet,インターネット接続を確認してください,Prašome patikrinti savo interneto ryšį,Vennligst sjekk din internettforbindelse,Proszę sprawdzić swoje połączenie z internetem,"Por favor, verifique sua conexão com a internet",Vă rugăm să verificați conexiunea la Internet,"Пожалуйста, проверьте подключение к интернету",Проверите интернет конекцију,Skontrolujte pripojenie k internetu,Por favor revise su conexion a internet,Kontrollera din Internet-anslutning,กรุณาตรวจสอบการเชื่อมต่ออินเทอร์เน็ตของคุณ,Lütfen İnternet bağlantınızı kontrol edin
USERNAME,Username,Emri i përdoruesit,اسم المستخدم,Потребител,Korisničko ime,Brugernavn,Gebruikersnaam,Kasutajanimi,نام کاربری,Nom d'utilisateur,Benutzername,Όνομα Χρήστη,Felhasználónév,Nome utente,ユーザー名,Vartotojo vardas,Brukernavn,Nazwa Użytkownika,Nome de Usuário,Nume de utilizator,имя пользователя,Корисничко име,užívateľské meno,Nombre de usuario,Användarnamn,ชื่อผู้ใช้,Kullanıcı adı
PASSWORD,Password,fjalëkalim,كلمه السر,парола,Lozinka,Adgangskode,Wachtwoord,parool,کلمه عبور,Mot de passe,Passwort,Κωδικός πρόσβασης,Jelszó,Parola d'ordine,パスワード,slaptažodis,Passord,Hasło,Senha,Parola,пароль,лозинка,heslo,Contraseña,Lösenord,รหัสผ่าน,Parola
LOGIN,LOGIN,LOGIN,تسجيل الدخول,ВХОД,PRIJAVITI SE,LOG PÅ,LOG IN,LOGI SISSE,ورود,S'IDENTIFIER,ANMELDUNG,ΣΥΝΔΕΣΗ,BELÉPEK,ACCESSO,ログイン,PRISIJUNGTI,LOGG INN,ZALOGUJ SIĘ,ENTRAR,LOGARE,АВТОРИЗОВАТЬСЯ,ПРИЈАВИТЕ СЕ,PRIHLÁSIŤ SA,INICIAR SESIÓN,LOGGA IN,เข้าสู่ระบบ,OTURUM AÇ
RECOVER_PASSWORD,Recover Password,Recover Password,إستعادة كلمة المرور,Възстановяване на парола,Obnova lozinke,Gendan adgangskode,Wachtwoord herstellen,Taasta parool,بازیابی رمز عبور,Récupérer mot de passe,Passwort wiederherstellen,Ανάκτηση κωδικού πρόσβασης,Új jelszó,Recupera la password,パスワードを回復,Atstatyti slaptažodį,Gjenopprett passord,Odzyskaj hasło,recuperar Senha,Recuperează parola,Восстановить пароль,Рецовер Пассворд,Obnoviť heslo,Recuperar contraseña,Återställa lösenord,กู้คืนรหัสผ่าน,Şifre kurtarma
PLS_CHECK_EMAIL,Please check email.,Ju lutem kontrolloni email.,يرجى التحقق من البريد الإلكتروني.,"Моля, проверете електронната поща.",Provjerite e-poštu.,Kontroller e-mail.,Controleer e-mail.,Palun kontrollige e-posti.,لطفا ایمیل را بررسی کنید.,S'il vous plaît vérifier le courrier électronique.,Bitte überprüfen Sie E-Mail.,Ελέγξτε το ηλεκτρονικό ταχυδρομείο.,"Kérjük, ellenőrizze az e-mail.",Si prega di controllare la posta elettronica.,電子メールをチェックしてください。,Prašome patikrinti laišką.,Vennligst sjekk e-posten.,Proszę sprawdzić e-mail.,"Por favor, verifique e-mail.",Vă rugăm să verificați e-mail.,"Пожалуйста, проверьте электронную почту.",Молимо вас да проверите е-пошту.,Skontrolujte prosím e-mail.,Por favor revise su correo electronico.,Kontrollera e-post.,โปรดตรวจสอบอีเมล,postanızı kontrol edin.
